题目,朝代,作者,内容
齐天乐 其六,元末明初,邵亨贞,西风满面吹花发，肩舆遍行荒野。草莽无垠，人烟扫迹，犹有青山如画。斜阳又下。奈倦宿军营，喜逢田舍。官事驱驰，旅途情绪顿衰谢。天边雁飞渐远，故园回首处，离恨难写。寒入征衣，云遮望眼，忘却向来潇洒。尘氛未解，便好问归舟，早阖休驾。梦绕寒溪，小梅应绽也。
齐天乐 其七 次韵王原吉龙江别业,元末明初,邵亨贞,去年弭棹龙江市，曾瞻故人衡宇。树隔琴床，芸香书屋，捣药时鸣清杵。壶签报午。想频拂词笺，闲修花谱。如此幽闲，雅宜连榻听风雨。多君曳裾相府。纵风流文采，终带清苦。借筋筹帷，持杯说剑，长历汉台秦础。寻幽访古。便后约须期，细论重与。岁晚山中，茯苓还共煮。
齐天乐 其八,元末明初,邵亨贞,当年放浪苏台下，长从故人诗酒。茧帖飞花，鹍弦度曲，思绕阊门杨柳。星霜易久。怅十载分携，几番回首。沧海尘昏，屋梁落月尚依旧。山林何处寄傲，不如人意事，长是八九。有客传书，多君玩世，况是不忘衰朽。明朝见后。纵少壮难追，好坏还有。醉墨淋漓，浩歌开笑口。
齐天乐 其九 寄张翔南,元末明初,邵亨贞,六朝千古台城路，伤心几番兴废。形胜空存，繁华暗老，举目江山还异。风尘万里。奈迁客驱驰，去程迢递。故旧相望，雁边消息缈难寄。春风凤皇台上，转蓬回首处，应叹身世。江总情深，陈琳檄倦，投老竟成归计。斜阳某水。且净洗缁衣，任休行李。只怕东山，兴来还又起。
霓裳中序第一 中秋后二夕对月,元末明初,邵亨贞,秋堂气渐肃。暮角吹来声断续。凭遍阑干几曲。又凉战庭梧，风敲檐竹。多情宋玉。对楚天、无奈幽独。中秋过，月华未阙，夜色灿如烛。空谷。美人羁束。又老尽、江南草木。愁来心绪易触。目断瑶台，梦绕金屋。雁归犹未卜。且漫放、题红去速。凄迷处，年来诗鬓，换动镜中绿。
疏帘淡月 和黄伯成吴兴道中韵,元末明初,邵亨贞,苍烟古木。渐暝入小溪，鸥鹭如玉。斜倚孤篷眺晚，毳裘寒肃。秋娘渡口山横处，旧曾寻、五陵芳躅。画楼灯火，如今冷落，尘满花屋。奈景物因人反复。算千古风流，今有谁续。苕水东边月上，酒醒人独。角声吹、老梅三弄，想依稀、曾梦蛾绿。西风回首，山中有人，满头黄菊。
角招 其一,元末明初,邵亨贞,梦云杳。东风外，画阑倚遍寒峭。小梅春正好。护忆故园，花满林沼。天荒地老。但暗惜、王孙芳草。鹤发仙翁洞里，为分得一枝来，便迎人索笑。窗晓。冷香窈霭，幽情雅澹，不减孤山道。旧愁浑欲扫。却明朝、新愁萦绕。何郎易恼。且约住、伤春怀抱。彩笔风流未少。更何日、玉箫吹，金尊倒。
角招 其二 次黄伯阳苕溪舟中韵,元末明初,邵亨贞,暮云起。苕溪上，画桡荡漾春水。道人烟浪里。信笔赋诗，千古无此。吴头楚尾。问旧日、陶朱邻里。撷得江蓠寄远，向天角歇孤帆，且行行休矣。吟倚。柳阴傍晚，花期暗数，芳事今余几。旧游难屈指。化鹤归来，依然城市。纷纭闹紫。岂不羡、山林宫征。更约吟船共舣。剩判得、落残花，欺行李。
忆旧游 追和魏彦文清明韵,元末明初,邵亨贞,记乌衣巷口，灞水桥边，问柳寻花。竟日追游处，尽挥鞭绣陌，弭棹晴沙。酒阑美人归去，香拥碧油车。自彩笔题情，金灯款醉，几度年华。天涯。故人远，料对景相思，应念无家。又见分榆火，奈移根换叶，往事堪嗟。小楼倚遍残照，长羡暮栖鸦。赖伴我消魂，遥岑寸碧三四丫。
水龙吟 戊申灯夕，云间城中作,元末明初,邵亨贞,兵余重见元宵，浅寒收雨东风起。城门傍晚，金吾传令，遍张灯市。报道而今，依然放夜，纵人游戏。望愔愔巷陌，星毬散乱，经行处、无歌吹。太守传呼迢递，谩留连、通宵沈醉。香车宝马，火蛾面茧，是谁能记。-犹有儿童，等闲来问，承平遗事。奈无情野老，闻灯懒看，闭门寻睡。
春草碧 其一,元末明初,邵亨贞,儒冠不解明韬略。底处是生涯、云门约。垂端寄迹兵戈，蕙帐荒寒怨秋鹤。岁暮且归来、情如昨。故人几度传心，曾烦手削。门外见仙槎、须停泊。老来岁月无何，乞与刀圭九还药。三岛景长春、寻真乐。
春草碧 其二,元末明初,邵亨贞,岁寒归计曾商略。富贵与神仙、辜前约。儒冠巳负平生，不羡扬州去骑鹤。蓬鬓老风霜、心如昨。惟应郢上高才，风斤惯削。相见向行藏、重评泊。无情最是桑榆，那得昌阳引年药。山水有清音、同行乐。
春草碧 其三,元末明初,邵亨贞,乱离避世无方略。何处可寻幽、须期约。桃源只在人间，争得身轻跨寥鹤。空忆旧欢游、成今昨。自怜兵后多愁，吟肩头削。老病有孤舟、难安泊。残年但愿相依，尔汝忘形纵狂药。白首待时清、应无乐。
送别刘子中二首 其一,元末明初,王翰,幽兰抱贞姿，结根岩石中。猗猗汎丛碧，及此春露浓。君子每见取，众草羞与同。当为王者香，扬芳待清风。抚琴起长叹，曲尽情未终。
送别刘子中二首 其二,元末明初,王翰,执手寒江滨，慷慨难为别。岂无杨柳枝，零乱不堪折。鸿雁西北来，嗷嗷唳晴雪。阳和忽已暮，旅况转凄切。谁怜苏子卿，天涯持汉节。
题南塘乔木图,元末明初,王翰,南塘有乔木，偃蹇盘空阴。始惊鸾鹤群，再听蛟龙吟。岁暮霜雪繁，感触一何深。明堂不见取，老大多苦心。春风田里间，榆柳空成林。按图为君歌，聊尔写徽音。
题潮州鸢飞鱼跃亭,元末明初,王翰,虚亭倚危矶，苍莽澹无迹。幽人时往来，濯足坐苔石。芰荷露涓涓，蒲苇风淅淅。物性机尽忘，上下皆自适。遥峰敞空翠，落日洞深碧。悠然一舒啸，造化亘今昔。圣门竟渊邃，世路何逼仄。遐哉古人心，日暮坐相忆。
途中,元末明初,王翰,万物皆有托，我生独无家。蔓草野多露，眇眇天之涯。亲戚不在旁，更与奴仆赊。落日下长坂，悲风捲惊沙。林依避猛虎，郊行畏长蛇。封狐逐野鼠，跳踉当吾车。村墟四五聚，索莫集昏鸦。方投异乡迹，又悲远城笳。抚剑向夜起，中心郁如麻。微躯焉足惜，天道良可嗟。云汉念乖阻，道路日已遐。去去复何极，为君惜年华。
送锁子坚北上,元末明初,王翰,乱象既无已，中心恒不夷。翩翩南林鸟，厉翮无所依。念子将焉如，慷慨与我辞。西北有名将，世秉仁义麾。壮哉国士心，嘉会良在兹。江汉有舟楫，梁楚多旌旗。时焉不我与，言念渴与饥。明良际昌运，允称平生怀。
与和仲古心饮酒分韵得诗字,元末明初,王翰,渊明归去时，不作儿女悲。视世如浮云，出处得所宜。有酒但欢饮，戚戚欲奚为。斯人不可见，载歌停云诗。
题棘石图,元末明初,王翰,烈风号中林，极目尽荆棘。离离寒月秋，莽莽古原夕。冥鸿振高翮，鹪鹩翳深迹。奈此贞固姿，苍茫更秋色。
友渔樵者诗为林伯景赋,元末明初,王翰,至道久湮芜，浮生自劳苦。鸱鸮甘鼠带，鸾凤畏罗罟。伊人秉幽志，夙昔陋圭组。顾此山水间，悠然笑容与。短笛入空林，方舟向深渚。白云时满襟，清漪或盈屦。长啸凉风生，徘徊新月吐。行歌即宇宙，醉卧无今古。何由升杳冥，聊复谢巇阻。
题醉道士图,元末明初,王翰,楚泽多荆榛，昆仑植瑶草。化工运神机，何物为丑好。形骸俱已忘，希夷即为宝。飘然来丹丘，相逢过蓬岛。簪裳一邂逅，壶觞恣倾倒。顾尔此日醇，浣予百年抱。同醉无所知，后此天地老。
写望云图寄温陵刘子中,元末明初,王翰,开窗见停云，美人别经载。以兹一时意，聊寄千里佩。暧暧春复深，悠悠岁云迈。迟尔浩荡心，空山日相待。
题菊,元末明初,王翰,我忆故园时，绕篱种佳菊。交叶长青葱，余英吐芳馥。别来二十载，粲粲抱幽独。岂无桃李颜，岁晚同草木。及兹睹余芳，使我泪盈掬。离披已欲摧，潇洒犹在目。雨露岂所偏，岁月不可复。归去来南山，餐英坐空谷。
和乡友程民同会龙山留别韵,元末明初,王翰,相思乐未终，忧心亦何苦。翩跹鸾鹤群，牢落麋鹿伍。缅怀驾辂车，伊昔事戎府。王事多险艰，跋涉几风雨。看剑思跃龙，登墉气摧虎。奈何向中道，山川竟脩阻。及兹展良觌，澄秋碧江浒。云山寄徜徉，烟萝暂容与。相投既不厌，感慨独怀古。长风起疏林，寒色落芳渚。广筵促鸣鹍，泠然奏飞雨。云霄浩无涯，去去但凝伫。
龙山月夜饮酒分韵得树字,元末明初,王翰,薄暮清兴嘉，凉风集高树。须臾明月生，清光在樽俎。池空河影凉，石冷苔色古。列坐当前墀，杯行不烦举。野庖具山蔬，稚子荐鸡黍。晴峰余霭收，密竹残露湑。惊鹊翻夜巢，流萤堕前户。良时念暌离，触物感所寓。坐待河影流，疏钟绕林曙。
秋怀,元末明初,王翰,悬门扶桑弧，丈夫四方绩。奈何中险艰，零落苦相失。凉风天际来，庭草凄以碧。嗷嗷双飞鸿，宵征度寥阒。物性既如此，予兹念何适。寒声在衣巾，心烦百忧集。美人隔天涯，佳期阻良夕。鼎湖讵可招，巫咸已难即。孤愤不自聊，长歌振岩石。
月夜坐悠然轩有怀,元末明初,王翰,明月照我怀，闲窗共幽赏。泠泠万籁秋，静夜发清响。山川日脩阻，之子独云往。长歌耿不寐，相思逖遐想。
题溪山春晓图,元末明初,王翰,好山凌远空，初日散晴旭。繁花点殷红，柔条媚新绿。游鱼恋芳藻，鸣鸟出深谷。物情适初性，一览咸所触。寄谢桃源人，从兹仰芳躅。
雪林为柏上人赋,元末明初,王翰,朔风生冱寒，琼瑶遍山川。日夕天雨花，苍然祗树园。大千开净域，一发无垢氛。热恼顿消息，超然谢尘喧。灵台澹明彻，庶极真空源。
挽迭漳州,元末明初,王翰,黑云压城天柱折，长烽夜照孤臣节。剑血飞丹气夺虹，银章触手纷如雪。丈夫顾义不顾死，泰华可摧川可竭。蕉黄荔丹酒满壶，千载漳人酹呜咽。
挽柏佥院,元末明初,王翰,柏君挺挺英雄姿，出佐薇省丁时危。愁闻两浙已瓦解，江南民命犹悬丝。楼船一旦下江水，杀气兵氛压城垒。大臣夙驾思弃城，战士魂销将心死。臣虽力困肝胆存，臣当杀身思报恩。誓将一木支颓厦，肯竖降帜登辕门。人生恩爱岂不顾，讵忍贪生负天子。半空烟涨楼宇红，尽室魂飞剑光紫。呜呼气分光岳臣道衰，卖降授节纷陆离。巍巍廊庙已如此，扶持世教非公谁，扶持世教非公谁。
自决,元末明初,王翰,昔在潮阳我欲死，宗嗣如丝我无子。彼时我死作忠臣，覆祀绝宗良可耻。今年辟书亲到门，丁男屋下三人存。寸刃在手顾不惜，一死却了君亲恩。
送陈同佥,元末明初,王翰,马首出城东，将军胆气雄。旌旗明苦日，笳吹动悲风。早雪三边恨，宁誇百战功。相期春草色，处处凯歌同。
送张子方之江西掾史,元末明初,王翰,自脱京华服，知君叹索居。海隅清宦在，天上故人疏。挂壁空长剑，探囊得素书。更陪骢马去，西望复何如。
和德安允恭韵,元末明初,王翰,乱离伤别久，愁病入新年。行旆惊戎幕，残经罢讲筵。山河空有恨，桃李漫争妍。马首春风里，期君早著鞭。
重到龙泉寺有怀秋谷上人,元末明初,王翰,旧日经行处，重来倍寂寥。诸天灯冉冉，一径雨萧萧。壁藓经春合，台花逐夜飘。不知飞锡处，惆怅采兰苕。
留别古心淳上人,元末明初,王翰,白社交游少，唯公即旧知。机闲同嗜酒，趣合共耽诗。沦落三生话，苍茫百岁期。空持匣中剑，日暮竟何之。
山居春暮偶成,元末明初,王翰,水气掩苍扉，萝香织翠微。洞回云到少，地僻客来稀。野鸟伤春去，杨花作雪飞。秪因飘泊久，对此也沾衣。
游枕烟寺,元末明初,王翰,石磴招提古，松萝暝不分。排云双树转，隔水一钟闻。林影疑残雨，山光倚夕曛。醉来归路远，秋思正纷纷。
故人遂初过山居,元末明初,王翰,秋气谁相问，荒居懒闭门。剑歌双鬓换，国步寸心存。漫写当年事，偏惊此日魂。风流非旧日，有虱对谁扪。
题画寄会稽胡温,元末明初,王翰,秋声无远近，隐处入双松。落景明寒渚，虚烟暝远峰。孤舟清夜笛，何处暮天钟。不识山阴路，苍茫翠几重。
夜宿洪塘舟中次刘子中韵,元末明初,王翰,胜地标孤塔，遥津集百船。岸回孤屿火，风度隔村烟。树色迷芳渚，渔歌起暮天。客愁无处写，相对未成眠。
山房秋夜寄鲁客,元末明初,王翰,寂寞山居悄，相思望转迷。江空寒雁落，树尽暮云低。生事悲秋草，交情忆剡溪。西斋愁不寐，风雨共凄凄。
江上醉归,元末明初,王翰,江边日日醉，应被野鸥猜。潦倒依芳草，猖狂藉绿苔。杜陵非嗜酒，彭泽岂耽杯。近是飘零客，愁怀强自开。
闻性空居士病愈,元末明初,王翰,问讯维摩室，秋深病稍除。翻经仍傍暖，补衲乍临虚。寂寞思闻楚，暌离叹索居。西来同逝水，不肯寄双鱼。
题画小景,元末明初,王翰,万籁秋声近，双峰宿霭收。江涵林影碎，野接曙光浮。萝薜通书幌，莺花避钓舟。由来扬子宅，寂寞闭丹丘。
到家,元末明初,王翰,冒雨离家去，今朝江上回。妻儿怜我醉，怀抱为谁开。山谷多豺虎，田园半草莱。生涯无可问，不惜坐苍苔。
龙湖夜泊,元末明初,王翰,小舟眠不得，起坐待潮生。露浅壶觞尽，江澄巾屦清。沿沙余鸟迹，隔水递钟声。悄似金山夜，相看月正明。
春日客至,元末明初,王翰,日暮沧江上，收纶坐石矶。为怜霄汉客，暂解薜萝衣。雨过苔初合，云深蕨正肥。相看俱白首，谁道故人稀。
春暮约鲁客游雁湖,元末明初,王翰,桂树淮南隐，缄书喜见招。几年悲落魄，今日任逍遥。擢秀名空在，搴芳趣转饶。也知簪组累，不似学渔樵。
挽古心淳上人,元末明初,王翰,饮尽杯中物，西游竟不归。孤坟谁挂剑，老泪独沾衣。夜月疑禅幻，春云想锡飞。东林诗社在，寂寞似君稀。
游鼓山灵源洞时澄明景霁入望千里徘徊自旦至夕值月上闻梵声泠然有出尘之想,元末明初,王翰,旭日照高岑，天风振远林。不因沧海色，那识白云心。宝树空香满，珠林积翠深。坐来明月上，何处起潮音。
晚眺次林公伟韵,元末明初,王翰,偶信东山屐，寻幽到翠微。白云空野树，红叶恋斜晖。岸落潮初满，天寒雁未归。风尘江海遍，不上野人衣。
送心泉疑上人游方,元末明初,王翰,不住孤云迹，茫茫万里程。澄心窥妙道，栖幻抱幽情。锡度秋应尽，经余月正明。诸天参礼遍，石上问三生。
秋怀次韵,元末明初,王翰,解印归来晚，茅斋病未除。穷愁邻桂树，归兴托鲈鱼。久历羊肠险，难通雁足书。秋风正萧索，不似故园居。
题怪石图赠异上人,元末明初,王翰,灵山一片石，苍莽起秋声。愿以中流险，能同砥柱平。色怜苍藓合，根带白云生。终日头空点，谁能辨尔情。
怀云卧轩上人,元末明初,王翰,江上一为别，令人长忆君。碧虚灯影送，清籁梵声闻。月落林扉静，潮回岛屿分。何时高阁上，对卧碧山云。
九日客杨隑,元末明初,王翰,杨隑逢九日，寂寞倍思家。俗士不解饮，浊醪何处赊。空山悲落帽，短鬓懒簪花。不见南来雁，新愁未有涯。
重阳后寄林君佐,元末明初,王翰,秋度重阳尽，寒随夜雨来。菊荒陶令宅，云暗越王台。战伐行人苦，诛求寡妇哀。济时无上策，尸位愧庸才。北去瞻天远，南游指日回。客愁长自写，乡思不堪裁。海上云千叠，生前酒一杯。相思存潦倒，远别漫徘徊。伫看凌霄翮，春风到上台。
挽边懒懒道人,元末明初,王翰,四明边道士，狂似贺知章。结客游千里，看花醉百场。越谈多慷慨，楚舞独徜徉。翰墨南宫趣，襟期北海乡。看云时并屐，贳酒每探囊。蕙佩青山影，芹羹碧涧香。交情期管鲍，人事等参商。入望迷云树，相思见月梁。三生空指日，两鬓各成霜。百粤清游地，怀君一断肠。
挽胡尊道温,元末明初,王翰,我忆酒中仙，吟诗动百篇。杯多天不惜，名在世空传。已阙招陶社，空回访戴船。疏狂谁得似，索莫竟堪怜。踪迹江湖满，交游岁序迁。辞家频万里，作客向经年。病卧沧江上，魂飞瘴海边。悲歌临旧业，衰影隔重泉。有母存乡曲，无儿埽墓田。平生与我厚，远没赖谁全。旧事惊残梦，新阡已断烟。逝川何日返，那得不潸然。
闻大军渡淮,元末明初,王翰,挟策南游已十年，梦魂几度拜幽燕。王师近报清淮甸，羽檄今当到海壖。妖气苍茫空独恨，生民憔悴竟谁怜。庙堂早定匡时策，我亦归耕栗里田。
夜雨,元末明初,王翰,官舍人稀夜雨初，疏灯相对竟何如。乾坤迢递干戈满，烟火萧条里社虚。报国每惭孙武策，匡时空草贾生书。手持汉节归何日，北望神京万里余。
怀秋谷肃上人,元末明初,王翰,我把一麾江海去，上人只履竟西归。三生寂寞烟霞淡，双树飘零故旧稀。季札有怀空挂剑，大颠无处更留衣。累累荒冢悲风里，泪洒空山送夕晖。
过化剑津有感,元末明初,王翰,宝剑沈沙世已倾，千年波浪未能平。空余故垒邻沧岛，那复雄兵出郡城。淮上何人祠许远，海中无客葬田横。夜深有气干牛斗，洒泪空含万古情。
山居喜刘子中见过,元末明初,王翰,几年江海厌风波，千里云林竟若何。为喜故人深赴约，不辞此日远相过。鸟啼芳径春应尽，花落名园草渐多。世事纷纷那可问，与君对酒且高歌。
次子中韵,元末明初,王翰,遥忆韩山登览处，故人离别动经年。南游似入三湘道，北上空瞻万里天。花径春风联袂出，郡城夜雨促灯眠。夜来独上高楼望，剑气苍苍北斗边。
会故人程民同,元末明初,王翰,忆昔交游多感慨，别来世事几浮沈。王弘不识渊明趣，鲍叔能知管仲心。江海有怀悲故国，风尘无处问归音。相看日暮东流水，白发羞为梁父吟。
寄别刘子中,元末明初,王翰,问君西去与谁亲，吴楚山川满目新。贾傅有才终大用，杜陵无计岂长贫。凤凰台古思明月，采石江空梦白蘋。几欲西风斟别酒，不堪零露满衣巾。
游雁湖 其一,元末明初,王翰,雁去湖空野水深，秋风吹客上遥岑。丹枫尽逐孤臣泪，黄菊空怜处士心。雨后诸峰浮夕霭，霜前一叶送寒阴。停车欲问当年事，尺素何由到上林。
游雁湖 其二,元末明初,王翰,江海风波浩不收，却来此地驻清游。上方楼阁通三岛，别墅烟霞卜一丘。书断雁归沙塞远，丹成龙去鼎湖秋。悠悠此意凭谁问，陈迹空余万古愁。
寄陈仲实,元末明初,王翰,一径荒芜负几秋，异乡书剑尚淹留。陶潜解印投闲去，阮籍耽杯尽醉休。岁月东来空冉冉，江山北望自悠悠。短歌无那相思处，满目风尘倦倚楼。
和马子英见寄韵,元末明初,王翰,十年流落向炎州，判与刘伶作醉游。望国孤忠徒自愤，持身直道更何求。浮云往事惊春梦，落日穷途起暮愁。赖有故人相忆在，遍题尺牍海西头。
和鲁客见寄韵,元末明初,王翰,故人相约碧溪行，风雨何期别恨生。远树白波孤棹没，空林黄叶宿寒轻。谢公独得东山趣，郑子应惭谷口耕。安得手杯同潦倒，远寻瑶草到蓬瀛。
春日雨中即事,元末明初,王翰,京洛繁华事已违，怀人竟日掩空扉。望迷楚岫闻啼鴂，思入秦川怨落晖。野馆萧条芳草合，寒江寂寞暮云飞。落花片片随流水，惆怅关河泪满衣。
立春日有感,元末明初,王翰,故国栖迟去路难，园林此日又冬残。天涯往事书难寄，客里新愁泪未乾。腊雪渐随芳草变，东风犹笑布袍单。堤边杨柳开青眼，肯傍梅花共岁寒。
春日遂初居贞见访,元末明初,王翰,东风吹雪正纷纷，江上离居欲断魂。白发故人缘草径，锦袍公子款蓬门。凄凉久负东山屐，牢落须倾北海樽。相对不堪悲往事，渡头灯火送黄昏。
秋暮会古心上人,元末明初,王翰,远公与我云间别，几度西风海上秋。白发时来还自笑，青山归去与谁游。薜萝久负孤灯梦，猿鹤应同两地愁。相对空林今夜月，清光迟尔少淹留。
挽子中刘别驾,元末明初,王翰,刘君自是南州彦，嗜酒吟诗兴独狂。不以长鲸浮采石，却缘孤雁没蛮乡。经纶事业谁堪拟，金石交情我最伤。料尔贤郎多少恨，独收遗骨返衡湘。
晚宿杨隑舟中怀鲁客,元末明初,王翰,萤度星依草，鸥来雪满汀。故人不可见，天际乱山青。
题边道人小景,元末明初,王翰,扁舟湘浦外，茅屋辋川西。冉冉春将尽，沧洲杜若齐。
题溪山风雨图,元末明初,王翰,紫壑秋声满，沧洲野水深。孤篷何处客，相对共沈沈。
题风竹,元末明初,王翰,月色不可埽，秋声何处闻。不应仙佩集，翠影乱纷纷。
送颜子中使广州,元末明初,王翰,使君捧檄度南关，远布天威广海间。为问故人孙内史，翩翩剑佩几时还。
题画葵花,元末明初,王翰,上苑余春辇路荒，芳菲落尽更堪伤。怜渠自是无情物，犹解倾心向太阳。
寄蔡司令 其一,元末明初,王翰,十年海上旧郎官，白发相期岁欲阑。处处风尘犹在目，归来何日共纶竿。
寄蔡司令 其二,元末明初,王翰,别后升沈事几多，故人心事竟如何。落花啼鸟春无赖，莫遣风光笑薜萝。
新春寄鲁客,元末明初,王翰,雪后梅花几树开，故人忘却剡溪来。东风独倚孤舟兴，芳草青青送酒杯。
题边道士小景二首 其一,元末明初,王翰,碧松阴底大江边，两岸猿声更悄然。落日乱云迷远近，无心重理钓鱼船。
题边道士小景二首 其二,元末明初,王翰,前山漠漠水迢迢，却倚朱弦思寂寥。凤鸟不来春已暮，望将一曲寄虞韶。
题败荷,元末明初,王翰,曾向西湖载酒归，香风十里弄晴晖。芳菲今日凋零尽，却送秋声到客衣。
和吴升甫见寄韵二首 其一,元末明初,王翰,楚泽苍茫带夕晖，暂投簪佩上苔矶。孤云不解离情苦，犹自纷纷上客衣。
和吴升甫见寄韵二首 其二,元末明初,王翰,短篱黄菊正苍苍，客路西风两鬓霜。谁信义熙年后笔，独能千古吊余芳。
送陈仲实还潮阳,元末明初,王翰,十年海上赋离歌，今日临岐奈别何。归去故人如有问，春山从此蕨薇多。
题云松野岸,元末明初,王翰,远山积翠白云多，扬子幽居隐薜萝。一径松阴春寂寂，朝来载酒几人过。
九日寄鲁客,元末明初,王翰,黄花锦树碧江濆，笑把萸杯独忆君。日暮西风还落帽，风流那似孟参军。
寄方中上人,元末明初,王翰,竹径柴扉客过稀，落红满地绿依依。怀人独立沧江上，几度扁舟兴尽归。
次居贞见寄韵,元末明初,王翰,君去溪山趣亦稀，晚来空翠正霏霏。多情只有梅花树，满路清香送客归。
题画山水,元末明初,王翰,野竹萧萧一径深，茅斋低结小山阴。枫林又逐秋风老，惟有孤云似客心。
戊申岁间中清赏十景 其三 丽圃横长笛,元末明初,叶颙,丽圃横长笛，秋风感慨声。一吹山石裂，三弄波涛萦。江空翠蛟泣，夜静苍龙鸣。鹤怨云巢冷，猿啼月岭明。嫠妇悲秋泪，孤臣去国情。遗音尤激烈，高调转凄清。曲终情未尽，目送数峰青。
饮马长城窟行,元末明初,张昱,饮马长城窟，饮多泉脉枯。嘶咆不肯行，思若畏前途。驱之尚不忍，恻然驻征车。朔风当面吹，堕指裂肌肤。岂念衣裳单，顾已犹亡夫。功名登天然，何时执金吾？阴阳无停机，百年谅须臾。常恐随物化，奄忽委路隅。此怀当告谁，策马自长吁。
古意,元末明初,张昱,白露积瑶阶，明月生罗帏。流光剧奔电，窈窕闭空闺。黄金奉桑间，毋乃礼义亏。安得廉耻士，再咏关雎诗。
杂诗二首 其一,元末明初,张昱,高楼抗浮云，南尽洞庭野。凉风飒然至，槁叶凄以下。登临极四顾，莫我所思者。忧来欲奋飞，羽翼不予假。昭质匪金石，流年剧奔马。日暮湘水阴，幽兰谩盈把。
杂诗二首 其二,元末明初,张昱,日月交互行，四时亦云易。去时柳未黄，又见枫叶赤。人生范围内，生死难固必。别离将诉谁，诉之又何益？昨宵梦相见，嬿婉如平昔。觉来但虚幔，衾枕有余忆。
行路难,元末明初,张昱,鸿雁及秋来，玄鸟先社去。俱生亭毒内，羽翼乃不遇。翔者不知水，泳者不知山。世事每如此，人生行路难。
少年行,元末明初,张昱,看取木槿花，朝荣夕已萎。芳容有凋谢，腻泽何所施？寿命如可长，仙人今何之？高堂有歌舞，及此年少时。
古别离,元末明初,张昱,阳关古别离，对面折杨柳。旋踵委道傍，焉得长在手？丈夫四方志，竭力车马走。慷慨平生怀，不在然诺后。倾资铸宝剑，性命同所有。去去勿复陈，黄金印如斗。
古瑟,元末明初,张昱,锦瑟古之乐，造自轩辕间。朱丝五十弦，柱列鹓鹭班。中有洞庭水，白日兴波澜。人文际昌期，出应清庙弹。洋洋雅颂音，一唱而三叹。神人既以和，凤鸟翔其翰。圣明御天下，百灵咸仰攀。
读离骚经,元末明初,张昱,三闾楚同姓，怨生于所爱。谗人在君侧，绳墨日偭背。虞兹宗社陨，繁辞冀收采。反覆三致忠，九死犹未悔。灵修终不察，遂投汨罗水。斯文幸未丧，风雅接三代。岂惟南国士，汲汲仰沾溉。
读秦记,元末明初,张昱,登高望远海，中有三神山。秦皇惑方士，采药驻容颜。如求不死药，何必波涛间！玄牝气孔神，日夜相循环。若人善保之，入圣而超凡。所以广成子，度世安泥丸。
言志,元末明初,张昱,少小诵六经，中岁始闻道。乃知三百篇，不贵辞娟好。发言将自宣，犹若未深造。尝恐岁年晚，白露先芳草。覃恩时窜易，举笔如振槁。庶或谐雅音，咏歌以终老。
相逢行,元末明初,张昱,京师众大区，鞍马俱俊游。相逢念轻薄，解赠双吴钩。性命付然诺，妻子托绸缪。朝过狭斜道，暮宿娼家楼。五侯与之谈，七贵为之谋。心膂誓百年，羽翼期九州。当其势合时，喝倒黄河流。一朝资用尽，门户无鸣驺。乡关耻独归，京邑难久留。慨念平生怀，徘徊顾河丘。浮云讵终朝，失意将焉尤。
古诗十四首 其一,元末明初,张昱,壮哉沛中歌，命世之雄者。帝王有大度，不在论风雅。绵蕝礼乐修，采诗固无暇。苏李离别辞，亦自关教化。文章与政通，斯岂杂王霸？
古诗十四首 其二,元末明初,张昱,汉诗十九首，不复辨名氏。苏李及枚乘，伯仲之间耳。当时尚词赋，六义谁作意？虽非大雅言，颇有风人致。篇章何在多，自足传于世。所嗟黄初后，作者莫与企。
古诗十四首 其三,元末明初,张昱,曹公英雄姿，吐词自天成。横槊鞍马间，慷慨念平生。汝颍诸文学，敛衽奉明廷。对酒惜时迈，载歌伸鹿呜。风云入壮怀，河山助威灵。至今邺下唱，犹擅文章名。铜雀有遗憾，哀哉短歌行。
古诗十四首 其四,元末明初,张昱,邺中盛文词，七子相掎角。虽膺丞相辟，未免伤流落。世胄相友善，宴好以酬酢。出纳结腹心，庶僚仰殊渥。愿因云雨会，戢翼永栖托。贵贱俱黄土，徒存建安作。
古诗十四首 其五,元末明初,张昱,魏文在世子，嗣领五官将。国事既有闲，经术尤所尚。宴游集文学，词藻咸宗仰。五星垂光彩，两曜分气象。风流积二世，况复人君量。快乐芙蓉池，乘辇一何壮！宁同汝颍士，戚戚冀所望。
古诗十四首 其六,元末明初,张昱,东阿帝室亲，复乃贵介弟。降志词翰间，国事罔所冀。思深而文典，光彩照当世。切切陈自劾，捐躯以明志。淫情洛神赋，所愿以自弃。
古诗十四首 其七,元末明初,张昱,祢衡轻狡人，况以才自负。将赴渔阳挝，侮人还自侮。曹公岂容物，嫁恶与黄祖。值兹劻勷际，焉用鹦鹉赋？所以贤达士，贵在识时务。
古诗十四首 其八,元末明初,张昱,三谢国亲臣，世家金闺彦。玄谈虽时尚，好爵尤所羡。出各领名郡，而不拘履践。能忘永嘉乐，山水事游宴。摛章固自美，雅音从此变。余波及齐梁，纤秾入哀怨。
古诗十四首 其九,元末明初,张昱,嗣宗绝臧否，善若处时晦。咏怀数十篇，卓尔追汉魏。驾车哭而返，此岂无所谓？啸登广武台，神气偶相会。从来倜傥心，土苴视富贵。惟有步兵厨，可用时一醉。
