题目,朝代,作者,内容
浣溪沙 其一 台湾归舟晚望,清末民国初,梁启超,老地荒天閟古哀。海门落日浪崔嵬。凭舷切莫首重回。费泪山河和梦远，彫年风雨挟愁来。不成抛却又徘徊。
浣溪沙 其二 乙丑端午夕俄公园夜坐,清末民国初,梁启超,饱听官蛙闹曲池。那更鸣砌露虫悲。错撩人是月如眉。坐久漏声催倦夜，归来长簟梦佳期。不缘无益废相思。
鹊桥仙,清末民国初,梁启超,冷瓢饮水，蹇驴侧帽绝调更无人和。为谁夜夜梦红楼，却不道当时真错。寄愁天上，和天也瘦。廿纪年光迅过。断肠声里忆平生，寄不去的愁有么。
虞美人 自题小影寄思顺,清末民国初,梁启超,一年愁里频来去。泪共沧波注。悬知一步一回眸，嵌著阿爷小影在心头。天涯诸弟相逢道。哭罢应还笑。海云不碍雁传书，可有夜床俊语寄翁无。
鹊桥仙 自题小影寄给思成,清末民国初,梁启超,也还美睡，也还善饭，忙处此心常暇。朝来点检镜中颜，好像比去年胖些。天涯游子，一年恶梦，多少痛愁惊怕。开缄还汝百温存，爹爹里好寻妈妈。
好事近 其一 代思礼题小影寄思顺,清末民国初,梁启超,昨日好稀奇，迸出门牙四个。刚把来函撕吃，却正襟危坐。一双小眼碧澄澄，望著阿图和。肚里打何主意，问亲家知么。
好事近 其二,清末民国初,梁启超,谢你好衣裳，穿著合身真巧。那肯赤条条地，教瞻儿取笑。爹爹替我掉斯文，我莫名其妙。我的话儿多著，两亲家心照。
鹧鸪天 丁卯中秋李夫人三周忌日,清末民国初,梁启超,露气凄微稍见侵。自携瘦影步花阴。屋梁正照无情月，庭树犹栖不定禽。河影没，漏声沈。销磨佳节得孤吟。云鬟玉臂三年梦，碧海青天一夜心。
沁园春 己巳送汤佩松,清末民国初,梁启超,可怜阿松，万恨千忧，无父儿郎。记而翁当日，一身殉国，血横海峤，魂恋宗邦。今忽七年，又何世界，满眼依然鬼魅场。泉台下，想朝朝夜夜，红泪淋浪。松兮躯已昂藏，学问算爬过一道墙。念目前怎样，脚跟立定，将来怎样，热血输将。从古最难，做名父子，松汝嵌心谨勿忘。汝行矣，望海云生处，老泪千行。
虞美人 柳絮,清末民国初,洪炳文,因风作势敲罗幌。疑听珠环响。漫天雪影雨初晴。搀入梨花到眼不分明。飘茵堕溷时时有。往事难回百。吴绵耐冷卸征衣。逝水浮萍何处送将归。
满江红 暮秋感怀,清末民国初,洪炳文,三尺枯桐，弹不出、古人怀抱。空羡那、闲云孤鹤，海天春晓。抚髀每嗟吾辈晚，着鞭已让他人早。笑闲身、何处寄闲愁，吟诗好。花落尽，空幽草。梦醒后，馀啼鸟。怅文人、前身孽障，一生难了。忏悔无从空五蕴，求仙孰是通三岛。且闭门、种菜玩时光，英雄老。
浪淘沙 其一 霜林红叶,清末民国初,洪炳文,秋色上帘栊。霜信难通。堤边砧杵塞边鸿。错认三春桃李放，绚烂东风。点缀到江枫。暮景霞烘。酡颜人醉绮罗丛。好趁多情流水去，诗句题红。
浪淘沙 其二 小园野菊,清末民国初,洪炳文,冷信近窗纱。瘦影交加。斜阳衰草路三叉。花意浑如人意淡，洗却繁华。心绪正如麻。无兴探花。一枝横压帽檐斜。问讯重阳风雨后，秋在谁家。
金缕曲 又题卷后,清末民国初,洪炳文,庭院无人处。绮情生、镇日悲秋，悄无一语。百感填膺芒角露，恨少霓裳歌舞。漫记忆、前身儿女。泥雪三生重印证，谱新词、遑说推敲苦。天有缺，石能补。生平只为多情误。触牢愁、酩酊难浇，蓬莱易沮。哀乐小年难自遣，只听琵琶低诉。何处是、满庭芳树。但愿仙风飘引去，到珠宫、重问云霞侣。离别久，泪如雨。
蝶恋花 自题《黑蟾蜍》传奇后,清末民国初,洪炳文,安平江上军容整。鼙鼓传来，迸人笳声竞。将自勤王兵用命。黑旗现出蟾蜍影。回首南天风鹤警。砥柱中流，保此台南境。屡出奇谋忠勇称。麒麟杰阁丹青炳。
百字令 又题《帝女花》、《桃溪雪》两传奇后,清末民国初,洪炳文,老天何苦，把佳人才子，艰难尝试。离合悲欢空簸弄，抛了盈盈清泪。宝镜重圆，绿珠竟殉，幻出离奇事。茧情词客，谱成双绝文字。堪叹逝水流光，繁华一瞬，回头无滋味。剩有茫茫身世在，不许闲愁搁起。故国沧桑，海疆风鹤，一例伤心意。卌首新诗，暂当仙佛游戏。
鹊桥仙 自题《鹊桥会》传奇后,清末民国初,洪炳文,偶披蓑笠，暂停机杼。今夕相逢欢语。人间佳偶百年身，好似我、一双儿女。有情伉俪，无情河汉，未许凌波屡渡。只今隔水望仙桥，鳷鹊问、归飞何处。
凤凰台上忆吹箫 自题《箫鸾配》传奇后,清末民国初,洪炳文,滴露研朱，临池洗砚，写来韵本争传。笑上头夫婿，未渡蓝桥。除是三生修到，消艳福、能遇神仙。超出那、尘寰欲海，忍利情天。翩跹。鹤声嘹亮，环佩响月中，想像婵娟。疑素娥仙子，尚在人间。轻把天机宣泄，遂成就、一段因缘。今宵也，中秋良辰，人月团圆。
百字令 自题《女中杰》传奇后,清末民国初,洪炳文,龙泉出匣，借红颜一怒、金蛇飞掣。恸哭三军皆缟素，齐映麻衣如雪。生斩仇头，直踹贼垒，靴袜俱流血。诘朝相见，父仇今日能灭。从此壮士归元，保全桑梓，大义从容决。太息中原多纵敌，孰是裙钗奇节。世主酬庸，乡闾慕义，心事偏难说。兵符躬掌，女中真有豪杰。
鬓云松令 忆家圃楝花盛时即景,清末民国初,洪炳文,燕莺来，蜂蝶聚。一阵东风，吹落花如雨。满地繁英纷莫数。为爱吾庐，近了扶疏树。月当空，日卓午。扑鼻浓香，如入梅林去。廿四番风留不住。欲写春光，且唤丹青补。
扫花游 寿李母池宜人七旬、漱梅茂才令堂六旬同庆,清末民国初,洪炳文,金萱两树，是姊妹花枝，同根连理。小春至矣。正梅香岭上，酒香瓮底。设帨良辰，争羡名门御李。莱衣戏。弄周甲古稀，先后能记。庆象贤竞美。有令子文孙，兰苕瑜珥。鹊声报喜。认婺星分野，斗牛宫里。吹到双成，管取玉笙洗耳。曲终未。顾洪崖、捧觞而起。
蝶恋花 题《花香醉蝶图》帐额,清末民国初,洪炳文,梦醒罗浮春信度。似惜芳心，飞入花深处。细草如茵粘不住。蘼芜二月多烟雨。妙笔滕王图作补。一抹胭脂，染出红无数。回首日边桃李树。春风上苑探花去。
步蟾宫 寿潘庆济表兄封翁七十双庆,清末民国初,洪炳文,岁星下界来游戏。休再问、神仙甲子。鹿车对挽出花间，难得是、椿萱并美。晚年骑省无情绪，且种就、庭阶兰芷。洪崖喜捧寿觞来，愿许附、霓裳队里。
长相思 柬晓蔷弟,清末民国初,洪炳文,对青山。画青山。不放犀毫一日闲。怡情泉石间。弹阳关。唱阳关。一曲天风响佩环。所思人未还。
画堂春 即景,清末民国初,洪炳文,青山半角隐斜阳。梧桐庭院招凉。何时梦入水云乡。一枕黄粱。明月良宵隐隐，藕花香忆潇湘。多情秋士更神伤。搅断柔肠。
蝶恋花 无题,清末民国初,洪炳文,雾里看花愁眼缬。按拍征歌，莫待繁华歇。何处唾壶人击节。绮筵飘堕回风雪。谁遣蟾光三五缺。弹到琵琶，休讶声凄绝。表里洞明光四彻。前身记是中天月。
长相思 其一 题画兰,清末民国初,洪炳文,对幽兰。写幽兰。谱出骚人心事难。含情空倚栏。酌金樽。倒金樽。一点芳心画里看。江皋烟水寒。
长相思 其二 登楼玩月,清末民国初,洪炳文,上高楼。望晶球。万里长空如素秋。湘帘悬玉钩。碧云收。绿阴稠。谁按新声水调头。高歌凌斗牛。
百字令 自题《留云洞》传奇后,清末民国初,洪炳文,名山深处，羡神仙多暇，搜罗材士。列宿云台今再见，武达文通而已。九转还丹，一龛入定，富贵今来矣。人生如梦，卅年岁月如驶。行见东慑扶桑，北通渤澥，更南穷交址。从此戎羌臣服尽，无复风尘飙起。水截蚊鼍，陆剸兕虎，足了中原事。滔滔天下，洞真仙子谁是。
望湘人 《众香国》忆梦，寄怀元真真人，即题本传奇后,清末民国初,洪炳文,忆天香两袖，疏影半墙，众香园里曾住。茗碗初烹，烛花未灺，更有多情仙侣。玉册名标，金壶墨淡，嘱题诗句。说恁时、阮肇重来，只在云山深处。别来俄更朝暮。奈仙凡境杳，难通鱼素。待欹枕幽寻，只有碧山烟树。雪里思鸿，蕉中觅鹿，尽自吟魂来去。苦望断、天际真人，何日再瞻眉宇。
减兰 其一 薄病初起书怀,清末民国初,洪炳文,养疴许久。料是黄花同比瘦。勉阅方书。案上终朝对药炉。宵深不寐。只有青灯知此昧。残月窗横。不是三更便四更。
减兰 其二,清末民国初,洪炳文,流光似驶。又见凉风天末起。百感纷投。兀自伤心不待秋。峰回水聚。何处神仙开洞府。梦里名山。安得乘云共往还。
减兰 其三,清末民国初,洪炳文,新秋至矣。案户明河如尺咫。砌畔虫声。不是愁人不解听。罗帏雪净。照见娟娟明月影。雁字遥天。待架银筝柱上弦。
齐天乐 江右署中新春书怀,清末民国初,洪炳文,春来兀自无情绪。匆勿客中虚度。一雁西风，双鱼远道，问讯家书何处。怀人正苦。奈极目天涯，故乡云树。临水登山，倚栏每独自延伫。雪花又兼冻雨。丁冬和断续，深更衙鼓。短烛良宵，寒衾孤枕，别有伤心诗句。牢愁莫诉。怅斋馆淹旬，凄凉如许。怕到黄昏，听声声杜宇。
阮郎归 咏雪,清末民国初,洪炳文,上元过后落灯时。寒风吹鬓丝。地炉添炭客添衣。新春人未归。迷雁阵，印鸿泥。琼楼高复低。梅花问讯断桥西。卷帘晴絮飞。
水龙吟 雪美人,清末民国初,洪炳文,何来琐骨玲珑，翩翩忆向空中坠。皎洁脂凝，娉婷玉立，轻盈砍语。似絮沾泥，如花堕溷，前身何处。记儿童游戏，几回雕镂，便自见、丰神露。只有玉娥生妒。洗铅华全身寒素。春光融泄，腰肢消瘦，凭谁防护。冷眼相看，偶然含泪，悄无情绪。伯明朝、日上帘栊，蓦地效、飞琼去。
少年游 送少湘侄回里,清末民国初,洪炳文,一帆风顺送归舟。胜景异三秋。湖口钟声，石头山色，都向望中收。长途风雪须珍重，莫自脱重裘。桑梓谈心，埙篪聚首，备述玉亭游。
鹧鸪天 寄次侄莱仙,清末民国初,洪炳文,早挂征帆向玉亭。浔阳江畔柳青青。燕来鸿去兄和弟，一响相逢便起程。干越俗，幕游情。徐徐说与阿戎听。琵琶洲渚东山色，不是丹青画不成。
捣练子 春闺,清末民国初,洪炳文,探芳信，误佳期。慵点胭脂懒画眉。难把灵犀通一点，只凭红豆寄相思。
调笑令 春闺,清末民国初,洪炳文,明月。明月。一年频更圆缺。清明芳草萋萋。绿树阴中鸟啼。啼鸟。啼鸟。惊醒春闺多少。
误佳期 饯春,清末民国初,洪炳文,垂柳垂杨城郭。中有帘栊楼阁。送春无限惜春心，怕见名花落。独自倚栏杆，无意斟杯斝。他乡欲寄故人书，只待南飞鹤。
满江红 自题《警黄钟》乐府,清末民国初,洪炳文,蕞尔黄封，固犹是、轩辕遗族。奈两大、胡元邻国，强陵弱肉。巾帼独虑恢复志，朝廷忍受要盟辱。惜么魔、世界化虫沙，战蛮触。蕉鹿梦，伊谁续。南柯记，重翻曲。彼文人涉笔，感怀而作。牖户无忘桑土彻，桃虫应念甹蜂毒。慨黄民、醉梦未曾醒，从今觉。
满庭芳 自题《再来缘》乐府,清末民国初,洪炳文,文史淹通，功名潦倒，谁怜措大酸寒。弥留绝笔，遗稿一篇存。惟有门生旧侣，恤孤嫠、每叩穷关。伤心处，纸灯麦饭，夜祭泣汍澜。妙龄膺使节，前生弟子，都是魁元。更诗篇印证，股晕斓斑。从此家门鼎盛，订姻好、后福团圞。奇绝事，编成乐府，当作戏文看。
金缕曲 其一 送余挺生大令筠之乐清任,清末民国初,洪炳文,两浙从公久。十馀年、衙参听政，槐厅邂逅。抚字催科分殿最，不愧吾民慈母。偶绾此、铜章墨绶。一载章安初莅治，便商量、小试栽花手：去思颂，万民口。两家同是忠宣后。念鲰生、同居皖籍，他乡聚首。敬梓恭桑偏谊笃，略分言情希有。竟不料、来朝马走。他日龙湫来揽胜，待洪崖、再挹浮邱袖。论文字，一樽酒。
金缕曲 其二 题包素人荣翰词稿,清末民国初,洪炳文,江左人文薮。老词人、鸠江旅寓，维扬邂逅。盾鼻磨时馀墨沈，往事不堪回首。羡闺阁、能逢腻友。大好江山都阅历，揽征衣、京洛缁尘透。别离苦，相思久。先生本是龙图后。溯年来、他乡稿笔，天涯奔走。纻白灯红词一卷，风雅如君希有。愿享此、千金敝帚。他日荆州能识面，待洪崖、重挹浮邱袖。论文字，一槽酒。
金缕曲 其三,清末民国初,洪炳文,一领青衫旧。恨鲰生、鸡窗雌伏，兔园株守。静坐焚香思忏绮，绮语无时蔑有。问地狱、泥犁知否。离合悲欢生恶感，忒关情、常觉眉头绉。量衣带，腰围瘦。新词盥诵蔷薇手。想先生、元龙意气，长卿抱负。瓦釜雷鸣腾俗响，忽听钧天雅奏。却早把、灵犀心逗。但愿鳞鸿时有便，付邮筒、寄我诗千首。赓同调，吾良友。
满庭芳 郑圃看菊，并柬主人，即用王大令词原韵,清末民国初,洪炳文,何处寻芳，满城风雨，秋残又值元冬。柴桑高士，隐约在篱东。种得黄花满地，恍身入绣谷罗丛。更难得，写生妙笔，画老圃秋容。山房开柿寿，屏供翡翠，鸟唤芙蓉。华堂丝竹，异曲同工。惜少红墙擪笛，夸按拍，豆子玲珑。雅爱此，望衡对宇，佳客有时逢。
贺圣朝 其一 同上，用陈栗庵茂材原唱韵,清末民国初,洪炳文,洞庭木落秋云暮。元冬将度。西邻忽报送花来，催题诗句。黄花满地，碧云天际，念佳人如晤。林间贳酒是谁来，有白衣相遇。
贺圣朝 其二 又一体,清末民国初,洪炳文,种花几度周星纪。可称花知己。肖形一一锡嘉名，有玉英珠蕊。满城风雨，满庭丝竹，助名花绮靡。卷帘人瘦，傲西风，为忆填词李。
蝶恋花 其一 和李仲都寄怀词原韵,清末民国初,洪炳文,新词丽句临风诵。吊古伤今，命意多悲痛。金粉江山浑似梦。吟笺压得归装重。八斗高才文思重。冠盖名流，付与君迎送。把酒同游风月共。题名好比岑岐洞。
蝶恋花 其二,清末民国初,洪炳文,看花老眼浑如雾。大好湖山，每欲游吴楚。为忆前人凭吊处。泪丝弹作帘纤雨。蜷伏家园谁共语。梦里飞球，何日能冲举。五载相思空自苦。离合悲欢原难预。
蝶恋花 其三,清末民国初,洪炳文,吟魂也把关山越。一曲三秋，此事心难撇。雪爪泥鸿留往迹。妙翰临摹称双绝。尺索鱼书前日接。觌面终难，深悔当年别。廿四花风俄一瞥。梅雨连绵无休歇。
浪淘沙 题垂丝海棠黄鹂画扇,清末民国初,洪炳文,金屋晓妆迟。微揾香腮。侬家情绪恰如丝。鸟啭歌喉花解语，真个相思。写出好丰姿。晕透胭脂。深闺正在梦辽西。九十韶光难唤住，春去多时。
蝶恋花 赵氏圃中初夏即景，用欧阳永叔词韵,清末民国初,洪炳文,绿树浓阴阴几许。前度杨花，化作萍无数。舞树歌台回望处。行人锗记台城路。楝子花开芳信暮。刻意留春，毕竟春难住。隐几支颐娇不语。一双胡蝶频来去。
捣练子 其一 闺情,清末民国初,洪炳文,云鬓乱，玉钗欹。慵点胭脂懒画眉。十二阑干明月夜，梨花影里立多时。
捣练子 其二 闺怨,清末民国初,洪炳文,弹烛泪，卷帘波。镇日含颦敛翠蛾。辜负韶光聊白惜，一春恨事笄侬多。
长相思 其一 在郡寓作,清末民国初,洪炳文,订归期。误归期。一片乡心托子规。侬情人不知。柳如眉。月如眉。怪底天涯鲤信迟。光阴梅熟时。
长相思 其二,清末民国初,洪炳文,雨丝丝。柳丝丝。春去堂堂几许时。呢喃双燕知。折杨枝。赠杨枝。只是今朝暂别离。重来应有期。
减字木兰花 寄友人,清末民国初,洪炳文,经年别绪。欲托星邮无觅处。楝子花开。一幅瑶笺特地来。偶拈弱管。每为情长嫌纸短。为报平安。共表同心两地欢。
浪淘沙 其一 柬某女士,清末民国初,洪炳文,玉映擅清才。妙句能裁。亚洲新学此胚胎。要把文明输女界，桃李群栽。把卷对妆台。咏絮吟梅。聪明定自夙根来。他日新词能寄我，珍重缄开。
浪淘沙 得次儿武林家书，为述其意，作此一阕 其二,清末民国初,洪炳文,归里太匆匆。汗马无功。风云未会困蛟龙。年少终军难用武，恼煞英雄。镜听到闺中。花卜灯红。檐前鹊语未曾通。夫婿封侯他日觅，为祝天公。
十六字令 其一,清末民国初,洪炳文,香。金鸭浓熏夜未央。重帘里，清馥浣诗肠。
十六字令 其二,清末民国初,洪炳文,帘。一幅湘纹压小檐。微雨度，响戛玉钩尖。
十六字令 其三,清末民国初,洪炳文,眉。镇日含颦那个知。问夫婿，深浅入时宜。
十六字令 其四,清末民国初,洪炳文,波。临去含情意若何。眉楼上，帘卷近秋河。
浪淘沙 自题《晚节香》传奇,清末民国初,洪炳文,轩冕怕尘淄。愧见台司。不因五斗折腰肢。三径就荒思故土，归去来辞。秋色满东篱。霜叶离披。白衣送酒酒盈卮。晚节香名真不朽，谱作传奇。
满江红,清末民国初,洪炳文,试上山亭，好一览、天容海色。浑便似、置身高处，玉楼晶阙。翘首烟霄尘埃外，步虚环佩仙宫侧。有江心、双塔峙中川，干云出。金波射，罗浮月。银涛涌，昆仑雪。叹英雄淘浪，潮声呜咽。挂采孤峰时隐现，灵昆一点争明灭。倩铜琶、唱出大江东，鸣弦绝。
减字木兰花,清末民国初,洪炳文,楝花香绕。闻说春归人未晓。屈指归期。廿四番风在此时。不如归去。愁向林间听杜宇。梅雨家家。怕卷湘帘对落花。
金缕曲,清末民国初,洪炳文,玉介名园处。是前朝、玉恭结构，亭台竹树。几度沧桑都过眼，只有林峦如故。今瓯隐、幨帷暂驻。对景题诗情怅惘，怕韶光、百五仍虚度。太玉洞，迷烟雾。风风雨雨连朝暮。问何人、金铃千万，将花呵护。淮海莺花词调好，只听琵琶低诉。招几辈、诗人联句。一曲阳关弹未了，奈英侬、白地抛春去。春去也，留难住。
浣溪纱 其一,清末民国初,陈衍,过雨苔痕玉不如。紫藤亭馆闭门居。可怜闲煞七香车。燕子不将春爱惜，落花那管客踌躇。个侬曾见海棠初。
浣溪纱 其二,清末民国初,陈衍,一桁衣香晒晚晴。几生修到夕阳明。那人梦向玉山行。纱眼尚知人意思，帘钩不解汝心情。呢喃燕语作么生。
摊破浣溪沙,清末民国初,陈衍,一碧茶烟染不成。竹炉松子坠零星。风做松声茶亦响，不分明。雨过楼台帘影翠，月来栏槛簟纹青。团扇夜凉无用处，伫流萤。
蝶恋花 其一 落梅用韵,清末民国初,陈衍,地近阑干能几尺。一夜东风，点尽梅花白。只有一窗窗纸隔。不知谁弄江城笛。花气药炉多病客。疏影暗香，绝调今难得。逝水年华看锦瑟。昭君关塞琵琶黑。
蝶恋花 其二 残月，叠前韵,清末民国初,陈衍,月上墙腰无几尺。耽搁人眠，故故帘钩白。不是灵妃江海隔。泥伊唤住同邀笛。较雨量晴多事客。一样寻常，近水夸先得。等到曲终江上瑟。数峰不辨青和黑。
蝶恋花 其三,清末民国初,陈衍,楼角斜阳才咫尺。一换寒温，又是无多白。问汝停杯天样隔。邀之不住阳关笛。遥想鸡声茅店客。晓发匆匆，蜀道难行得。历井扪参疑瑟瑟。屋梁颜色枫林黑。
疏影 其一 菊影用韵,清末民国初,陈衍,黄昏又近。这疏疏密密，抛撇谁领。无限斜阳，上尽帘钩，帘卷西风人静。诗人见说如伊淡，怎淡到、烟痕都暝。就个中摸索渠侬，孤袖暗香齐冷。慰藉消魂瘦损，暮云破一角，漏泄清景。压帽欹斜，依样朝来，只有寒温差省。范围约束疏篱管，管不住、周遮三径。恰小窗、落墨徐熙，一幅折枝相映。
疏影 其二,清末民国初,陈衍,柴门小启。甚重重叠叠，堆入帘底。柳不成痕，桐不成阴，竹又个无成字。水边篱落横斜见，又不似、罗浮妆倚。倩阿谁问答形神，除和陶诗无计。非复三人对影，举杯邀月色，岑寂恁地。衣白衣黄，大袖疏襟，黯黯酒痕难洗。争妍仿佛佳人背，顾好处、自怜无坠。趁早些、收拾横陈，玉骨枕函留翠。
疏影 其三,清末民国初,陈衍,疏灯一点。又遮遮掩掩，秋满栏槛。次第看来，如此萧疏，那有一分明艳。水仙祠下寒泉荐，冷落语、酒旗茅店。到不如梦醒纱幮，约略梨花云冉。谁话餐英旧事，美人怨迟暮，初服清感。止水盈盈，古镜精神，总怨烟消香暗。画图若写西风照，莫孟浪、秋容增减。算夜凉、蝶瘦螀寒，只有个萤还闪。
一剪梅 梅用韵,清末民国初,陈衍,破帽疲驴剧可怜。录就吴船。录就湖船。富阳沈碧好山川。梅尉祠边。梅子词边。暗香疏影阻归田。江国今年。槐府明年。袁安高卧正陶然。不出门前。况出门前。
点绛唇 口脂,清末民国初,陈衍,涂抹川红，一弯獭髓珊瑚准。斗茶沾吻。颜色微微损。纤手偎寒，书叶轻轻吮。残霞宛。指痕留粉。不及伊难抆。
霜天晓角,清末民国初,陈衍,酒清杯洁。明日严装发。最是无多离别。只一个，团圞月。愁绝衾尚热。语长灯半灭。珍重破题儿也。忍耽搁，短桥雪。
长相思 韬光竹径拾得双红豆,清末民国初,陈衍,愁惺惺。惜惺惺。昨夜灯花结不停。今朝山有苓。名宁馨。色宁馨。春风把酒祝亭亭。变伊双粒星。
丑奴儿慢,清末民国初,陈衍,夜夜凉蟾，偏照离人色。者山水登临佳日，难道淹迟。两度湖心，湖里小艇惯飞飞。云林一遍，云栖一遍，此外何知。分明尔我，吟红才调，拾翠年时。全不许、香车并辔，柔橹双枝。倚遍雕栏，柳丝鬓影共清池。扁舟归去，五湖烟水，他日来思。
六丑,清末民国初,陈衍,尽乘船骑马，甚客里、光阴虚掷。无多薄游，真飞鸿过翼。雪爪留迹。且住为佳耳，尚梅花千百，湖山香国。离居纵遣伤兰泽。今日桃蹊，明朝柳陌。春来更当追惜。奈镜台病后，遥念窗槅。酒阑人寂。望江天空碧。鱼雁沈沈，忒无信息。布帆明日行客。似前月浮梁，迢迢何极。蒙头睡、不掀巾帻。浑不管、重利商人轻别，鼾声床侧。离魂共、上下潮汐。只景纯、未取文通笔，差能赋得。
满庭芳,清末民国初,陈衍,山断钱塘，波遥申浦，襆被出武林门。犯寒孤棹，有酒懒携尊。蓦地归心似箭，甫能届、霜霰纷纷。停桡处、无多灯火，寂寞傍荒村。销魂。真底事，寒衣漫理，裙带轻分。杳题帕，迢迢一字温存。此去轻舟一叶，看水面只载书痕。邮签报，前途水驿，还耐几黄昏。
天仙子,清末民国初,陈衍,喔喔荒鸡浮客听。不许愁人眠不醒。此时遥想绮窗前，临晓镜。伤流景。往事停妆重忆省。坐尽栏干天未暝。衰柳斜阳双瘦影。夕阳收去影还单，立不定。行又静。落叶萧萧堆满径。
南浦 用张玉田春水韵,清末民国初,陈衍,春水载侬舟，问闲愁几斛，称量应晓。蓦见远山青，斜阳外，犹似妆楼才扫。出门长记，眉心皱比眉弯小。作达偏为潇洒语，伫看牛腰诗草。眼前寒食清明，道思家作客，将焉过了。送汝短长亭，长亭外，依旧梦魂难到。烟波浩渺。愁人同调寻孤悄。点点梨花春雨滴，垂泪替伊多少。
水龙吟 用东坡杨花韵,清末民国初,陈衍,昨宵风露泠泠，海棠上、月钩西坠。苍苔立尽，不管冰寒，那是情思。金缕兜鞋，红蕤欹枕，帷开还闭。怪传杯选事，纱窗低报，却偷被背侬起。帘外碧桃芳讯，等些时嫩英都缀。匆匆可惋，人间春色，只除在碎。试问于卿，干将何事，皱伊池水。但云鬟玉臂，清辉香雾，有盈盈泪。
长亭怨慢,清末民国初,陈衍,更耽搁、芦花偎絮。燕子楼台，柳条门户。暮雨宵小，那是才唱，奈何许。劝君行矣，莫怅暮天云树。树解甚么来，会做出、多情如此。日暮。征鸿不见，只见鹧鸪无数。难行得也，算多谢、这番分付。汝也不合出山来，替人去、声声为主。剩只有蛮笺题字，言愁覼缕。
雨霖铃 舟次闻虫,清末民国初,陈衍,虫声低切。正兰舟向，沙际初歇。谁知乍暖春气，先知道了，草根偷发。漫说篷阴细透，胜流水呜咽。早惹起，池馆相思，一绿窗纱别来阔。人间若个春来别。尚不教、孤负花时节。看看百花生日，无恙是、好花圆月。且自商量，裙幄花凐，琐碎都设。肯等到、天际归舟，早共加餐说。
减兰,清末民国初,陈衍,一肩行李。依旧听风还听水。枉惹相思。尽可看山共画眉。梅花落早。溪上梅鱼风信好。溪水悠悠。侬饮溪头汝饮流。
望江南 其一,清末民国初,陈衍,蓦然见，底事费寻思。浅碧袜帮黏草色，退红裙衩罥花枝。护惜不曾知。
望江南 其二,清末民国初,陈衍,花前见，半臂不曾添。拂了衍波笺一帧，晓寒欲赋吮毫尖。回首唤钩帘。
望江南 其三,清末民国初,陈衍,灯前见，珍重眼波斜。墨吮绛唇脂不管，茶斟绿脚黛差些。知否那人家。
浣溪纱,清末民国初,陈衍,杜宇千山不可闻。桃花憔悴墓田春。英台蝴蝶旧罗裙。酸到杨梅浑不耐，石家醋醋又含颦。者番天气者番人。
如梦令,清末民国初,陈衍,六扇碧纱轻茜。袅袅炉烟如线。灭烛又停琴，恰贮月儿深院。相见。相见。松罅替伊方便。
贺新凉,清末民国初,陈衍,竟有吞声别。怪连宵、风房露槛，云旗明灭。十载回肠无一语，已透中边洞彻。却不道、催花时节。纵有鹃声啼不断，顿西楼、月黑天如铁。曾不见，鹃之血。百身莫赎三良穴。甚池塘、荆榛栉比，都无磨折。拚却晓风残月苦，英发雄姿休说。况细数、灯光香热。耿耿当熊占鹊感，总星辰、昨夜明河澈。又岂啻，牙琴辍。
菩萨鬘 回文,清末民国初,陈衍,落花风景春衫薄。薄衫春景风花落。池水碧些些。些些碧水池。偶耽佳句有。有句耽佳偶。难道不看看。看看不道难。
暗香 其一,清末民国初,陈衍,药香细袅。共病魂断续，帘波萦绕。漫说护持，悔煞淹煎已多少。谁遣朝占夕卜，惊心处、都非佳兆。镇夜起、步绕床前，窗纸色将皎。谁晓。思悄悄。算赎与百身，难问幽杳。有如日皦。曾较彭殇定谁夭。流水华年自古，好趁着、蔫花娇㒟。怕杜宇，啼血也、一春未了。
暗香 其二,清末民国初,陈衍,髻鬟未整。已十旬镜槛，流黄尘冷。夜夜迟明，乍可甜乡去俄顷。金斗沈香熨尽，和绉坐、更衣全屏。漫打叠、比瘦黄花，帘押卷秋影。曾省。旧斗茗。指断臂海棠，续了圆颈。算天尚肯。教免蘅芜梦惊醒。持匕留裙无恙，回首处、还应悽哽。算苦少，来日也、夜游烛秉。
洞仙歌,清末民国初,陈衍,人天九变，趁华鬘璎珞。玉气珠光尚如昨。彩云留记取，周昉屏风宜称处，弦柱华年寄托。年时曾待阙。脸际眉山，盼断妆台扇初却。店里定婚人，不道重来，莫金缕衣裳耽搁。只除裹、春云碧琉璃，肯钿尺裁量，秘辛轻错。
扬州慢,清末民国初,陈衍,南浦残红，西山冷翠，一舟怎去温存。自江郎赋别，此恨算重论。望烽火、乡关照澈，酒旗歌扇，消歇芳尊。已全家儿女，片帆来挂荆门。自来俊赏，总牵缠、哀感余根。把白练裙题，紫罗囊佩，并与销魂。寂寞鸥波门馆，花无主、蝶梦黄昏。有溪流和泪，潺湲都到江村。
木兰花慢,清末民国初,陈衍,又金棺闭了，全凋孝绰三人。是曾祭徐君，摧藏掩抑，独倍伤神。禁他五年肠断，已卷葹、不死是前身。到底山丘华屋，生前遗迹陈因。人琴恸况牙琴。同调话频仍。数茗碗炉香，书签药裹，月夕花晨。如今济尼重问，怆谢家、林下渺音尘。看取童牙孤露，他年头角嶙峋。
